,brand_name,price,pred,name,name_token,item_description
32147,Samsung,250.0,57.0949189798,samsung galaxy s6,samsung galaxy s6,verizon unlocked galaxy s6. little over a year old. very nice. no cracks or scratches. asking [rm] black in color.
113480,_missing_,110.0,24.6635216832,ovolo fletching jade size 5 woven wrap,ovolo fletching jade size 5 woven wrap,"gorgeous mint color, no flaws that i have seen, smoke free / dog friendly home (dogs are outdoor dogs and never around the carriers). eeeuc"
61665,_missing_,50.0,10.7901043344,government in america,government in america,"2014 elections and updates sixteenth edition no marker, no pen or pencil written, no highlighting exactly new"
1532,Morgan & Co.,15.0,68.2548154702,brand new morgan and company prom dress,brand new morgan and company prom dress,"never worn, brand new, baby pink prom dress! this dress is simply classic and beautifully simple! much cheaper than the original price!"
14885,Vintage,600.0,137.830209959,vintage wedding and engagement ring set,vintage wedding and engagement ring set,"stunning! beautiful vintage two tone  14k  white and yellow gold engagement ring and wedding band set...perfect blend of elegance, shine, size, and unique style. engagement ring features a 3mm center stone and 2 2mm accent stones. wedding band has 5 (2mm) stones. 8 total! all are intact. based on the design and use of illusion head, this is likely a retro 1930s-1950s ww2 era ring set. this is a real vintage set, so it has normal wear. do not expect this to be brand new/flawless. sold as is. picture 1 shows this against my wedding set for size. it's right around 18mm (approx sz 8) with approx .11 carat (center stone only) and .46 ctw. these are estimates based on mm conversions (3mmx3mmx2mm center and 7 2mm side stones). very difficult to measure due to setting, so i priced it lower since i'm not 100% sure. comes with pictured vintage box, in fair condition. check out my closet for pink, victoria's secret, coach, hollister, american eagle, bath & body works, and other items! :)"
92186,Victoria's Secret,94.0,20.9105106889,swarovski panty set on hold,swarovski panty set on hold,no description yet
18277,_missing_,52.0,11.2228404026,9 brandnew bag of candy sold,9 brandnew bag of candy sold,will put all candy when i get out of shower ok miss two bag and there are spall going to be new ok
28853,Office Depot,69.0,15.140585741,electronic calculator,electronic calculator,black and white brings charger
136465,_missing_,80.0,17.6638507093,valerie,valerie,"abh foundation bundle brand new authentic shades fawn, banana, golden, warm tan"
108886,Sephora,54.0,11.6723015309,"ipsy,allure samples lot",ipsyallure samples lot,these are some of the best samples from ipsy and allure -never opened -great for traveling with the best high end products
73198,Victoria's Secret,100.0,22.2542562251,lot of victoria secret bras 26 in all,lot of victoria secret bras 26 in all,no description yet
30132,_missing_,65.0,14.1866777897,macrame or craft cord many colors,macrame or craft cord many colors,"macrame or craft cord many colors, rolls and cut pieces, colors are 2-orange, 5-red, 8-greens, 1-pink, 5-browns, 6-blue, 1-off white, 1-purple & white, 1-white-red-green. some is new, some is used, some is cut. new & used"
117023,_missing_,89.0,19.7036051586, bundle 9bundle pack  kimberly,bundle 9bundle pack kimberly," bundle pack  tote bag summer tank patch work op tank vixen top pink breeze hydrant jeans people passion top love capris                  i have lots of items for great deals!     come and check them all out!     shop now! ----- delivered fast!                  buy  shipped  delivered fast! buy now ship now!!                    fast                     fast & free ship!!                ships today! super fast ship!! free ship!!! don't just like.... buy, before it's gone!! please do not leave a negative due to shipping issues. i ship same day of payment. any issues please contact before feedback. ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ ship today!! ships fast!! low prices great products! check out my other items for sale! you can make reasonable offers! **remember: when making an offer that i still have to pay for shipping so please respect that and don't send low ball offers.               "
90230,_missing_,115.0,25.6794088965,bundle for trisfox,bundle for trisfox,bundle
103537,PINK,10.0,46.865781698,**hold for nicole. bling pullover**,hold for nicole bling pullover,bling pullover
16294,BISOU BISOU,99.0,21.9800830735,bundle of 18 marked pieces,bundle of 18 marked pieces,"18 items as marked yesterday. thank you! :) i love this dress. it is so flattering! however, i no longer have to wear dress clothes to work. #score after 20 years of that...i am celebrating with jeans!! lol gently worn. i'm combining houses and must scaledown my 3 closets of clothing. #clothesobsession :( bundle for $avings!!! discount for multiple purchases and you save on shipping! #bonus"
28652,Anthropologie,145.0,32.5291429318,reserved - free ship larksong dress 4,reserved free ship larksong dress 4,"eva franco fine wale corduroy dress in autumn colors with bird pattern & sequin cap sleeves. beautiful and rare dress - perfect for the holidays. great condition, two minor flaws to note. there is a little uneveness/jaggedness in the mesh in the left sleeve. there is also a loose seam by the armpit on the right side of the dress. please refer to last 2 photos. i believe it fits on the smaller side. i am usually a 0p/0 in anthropologie dresses but the larksong 2 fit more comfortably."
109795,SeneGence,99.0,21.961421819,lipsense mandi,lipsense mandi,"tired of having to reapply lipstick all day? are you tired of leaving lip marks on your glasses, kids, husbands, or boyfriends? look no further! with lipsense you can get up 18 hours of wear and you can mix and match colors! no more worrying about it not staying put and rest assured your lips are getting the best hydration of their lives! colors are [rm] ea and one tube lasts 4-6 months if worn every day! who can beat that!"
5443,Halo,165.0,37.0861215984,halo bassinest swivel sleeper premiere,halo bassinest swivel sleeper premiere,never used got as a baby shower gift and never really got around to using it.
82626,WILLOW,106.0,23.5488055819,on hold for willow tree,on hold for willow tree,this is a bundle for 2 willow tree items brand new in box
139004,Kate Spade,146.0,32.7235653768,adaira laurel way baby bag floral,adaira laurel way baby bag floral,adaira laurel way diaper baby bag printed floral
81576,Air Jordan,30.0,134.268804046,jordan retro 1 gucci with leather laces,jordan retro 1 gucci with leather laces,"here we have a pair of jordan retro 1 gucci shoes!!!!"" 100% authentic!!! in great condition!!!! these shoes are super ""rare""!!!! this is the cheapest you'll find these on here in this size and condition!!! these shoes feel soo comfortable!! these shoes are in great shape. comes with leather laces. no midsole or toe box separation. i try the best i can to describe the condition and flaws of the shoes. thanks for inquiring in my listing. will ship by priority mail, so they can get to you within 2-3 days once i ship them. also, check out my other listings!!!!!!"
70730,_missing_,74.0,16.1717692476,sergio gutierrez liquid metal bracelet,sergio gutierrez liquid metal bracelet,"nib sergio gutierrez, liquid metal bracelet. 7.75"" x 2.75"" this size will fit a wrist of 6.75"" comfortably. ***be sure to measure the area between the bump on your wrist and your hand itself for accuracy*** gorgeous and stunning ball & chain bracelet is sure to turn heads and ask questions! beautiful handcrafted design. comes with velvet pouch and booklet."
13498,Chanel,254.0,57.3608421096,chanel clutch,chanel clutch,please do not ask the obvious
62768,_missing_,189.0,42.4670680073,eachine falcon 250 race drone quadcopter,eachine falcon 250 race drone quadcopter,"eachine falcon 250 quadcopter. on hold great drone pretty fast broken though but keep reading!, i believe it just needs the motor re-soldered had an incident where the front left esc quit and fried the motor. there are 2 new replacement motors and i've already installed a new esc, but the motor needs to be re installed comes with: 1 eachine falcon with fpv antenna an 11.1v xt60 battery eachine i6 controller bind plug foam case for everything propellers extra wiring some thick solder 1 extra motor and charger! silver nut is ccw thread. black is cw thread it can be great again for a small price and wee bit of soldering! if not its fine for parts and plenty of them!"
63952,Louis Vuitton,210.0,47.2660913187,allyb,allyb,this is in gray condition; i use it as a pouch and get so many compliments on it
148119,_missing_,100.0,22.0868475125,ruehl bag for tanya!,ruehl bag for tanya,ruehl full leather handbag!
110431,_missing_,90.0,19.7965419329,beauty bundle for hpshop,beauty bundle for hpshop,bundle reserved for hpshop includes: too faced sweet peach glow and blush thebalm smoke balm thebalm fratboy thebalm gloss in hubba hubba free shipping thank you!!
106598,_missing_,105.0,23.2224113571,bundle for carolcv88,bundle for carolcv88,35 frozen size small 4 captain america hoodies medium 1 bird print dress small 9 baby black leggings
53529,Sally Hansen,32.0,6.53933947614,sally hansen nail polish,sally hansen nail polish,color: 003 firefly
11259,Funko,100.0,22.0699403506,boo disney,boo disney,brand new price firm
136865,_missing_,7.0,34.0332619375,nwt betty kay outdoors pvc raincoat,nwt betty kay outdoors pvc raincoat,"brand new with tags, never worn. retail [rm]. this is a really nice pvc raincoat. i do bundle, so just ask! i'm getting rid of a lot so i'm selling at really low prices. no free shipping, sorry :/"
1903,_missing_,5.0,25.2800529058,bundle reserved,bundle reserved,never used. i rarely ever wear make up. pointless for me to have.
121665,_missing_,6.0,29.674197574,salty & sweet snack bundle yum,salty sweet snack bundle yum,1 beef jerky & cheese 1 large bag of popcorn factory cheese popcorn some chocolate
33446,_missing_,9.0,42.8594793422,filigree ring,filigree ring,it is either  10k  or  14k . it's a size 9 and kind of bent as shown in picture. you can't tell when wearing though.
16093,Littlest Pet Shop,86.0,18.835813532,lps lot,lps lot,64 figures
72665,_missing_,5.0,25.3161671665,bundle for kim,bundle for kim,2 sweat shirts
120583,Under Armour,7.0,34.1163430307,nike/jordan/under armour lot,nike jordan under armour lot,nike tank: women's large nike shorts: womens large under armour leggings: women's large jordan shirt: men's large
88194,Xbox,120.0,26.5485282978,new rockband rivals kit for xbox one.,new rockband rivals kit for xbox one,brand new never opened rock band rivals band kit xbox one
128275,_missing_,50.0,10.604829839,reserved listing,reserved listing,firefighters with free shipping.
106148,_missing_,5.0,25.373401251,ace combat assault horizon legacy 3ds,ace combat assault horizon legacy 3ds,no description yet
